Date,WRIMS_C1_Flow,Riverware_Klamath_Outflow,WRIMS_C15_Flow,Riverware_Keno_Outflow,WRIMS_cum_ag_UKL_SS_Delivery,Riverware_cum_ag_UKL_SS_Delivery,WRIMS_Supply,Riverware_Project_Supply_Accounting,WRIMS_OPS_Index,Riverware_OPS_Index,WRIMS_Shadow_Elev,Riverware_Shadow_Elev,WRIMS_UKL_Pool_Elevation,Riverware_UKL_Pool_Elevation,WRIMS_FFA,Riverware_FFA,WRIMS_UKL_PRJ_CREDIT,Riverware_DPSA
15Aug2015,966,901.9998613,943,891.8351233,96503,100689.8344,272204.1906,149027.6544,0.33,0.359349497,4140.00,4141.824805,4139.39,4142.064596,0.00,1007957.764,6042.43,21967.31022
16Aug2015,919,983.1025238,931,947.2419513,97261,101445.7396,272204.1906,149027.6544,0.32,0.361339592,4139.00,4141.800759,4139.36,4142.042385,0.00,1008007.764,5904.18,22072.90348
17Aug2015,895,1000.978381,926,980.109476,98018,102201.6449,272204.1906,149027.6544,0.32,0.362979962,4139.00,4141.779292,4139.34,4142.022824,0.00,1008007.764,5765.53,22178.08078
18Aug2015,879,1032.625121,922,1011.032632,98787,102970.1176,272204.1906,149027.6544,0.32,0.364026969,4139.00,4141.756378,4139.31,4142.001758,0.00,1008048.572,5626.46,22282.84939
19Aug2015,879,1069.723429,915,1018.435106,99555,103738.5903,272204.1906,149027.6544,0.32,0.36535653,4139.00,4141.730785,4139.29,4141.977904,0.00,1008098.572,5484.73,22387.21143
20Aug2015,899,1061.921155,914,1004.591164,100324,104507.0631,272204.1906,149027.6544,0.32,0.365917284,4139.00,4141.704457,4139.26,4141.953373,0.00,1008148.572,5342.55,22489.54101
21Aug2015,906,1066.337217,913,1002.907225,101092,105275.5358,272204.1906,149027.6544,0.32,0.365965295,4139.00,4141.679011,4139.24,4141.929924,0.00,1008198.572,5199.92,22591.46149
22Aug2015,927,1011.004041,914,985.3532178,101861,106044.0085,272204.1906,149027.6544,0.32,0.364888775,4139.00,4141.65413,4139.20,4141.906979,0.00,1008248.572,5056.81,22692.97496
23Aug2015,947,1014.051476,912,976.4209302,102622,106805.0773,272204.1906,149027.6544,0.31,0.364194654,4139.00,4141.632016,4139.18,4141.88649,0.00,1008298.572,4913.22,22794.08983
24Aug2015,944,1008.449945,918,989.5069005,103383,107566.1462,272204.1906,149027.6544,0.31,0.363518145,4139.00,4141.607325,4139.15,4141.863508,0.00,1008348.572,4770.69,22894.80816
25Aug2015,905,1058.323835,919,1037.397457,104144,108327.215,272204.1906,149027.6544,0.31,0.362140599,4139.00,4141.579001,4139.13,4141.837266,0.00,1008398.572,4627.65,22996.11043
26Aug2015,956,1000.906811,920,994.0804342,104905,109088.2839,272204.1906,149027.6544,0.31,0.360065834,4139.00,4141.553737,4139.11,4141.813975,0.00,1008420.583,4484.07,23097.024
27Aug2015,1006,960.1453151,916,950.2606051,105666,109849.3527,272204.1906,149027.6544,0.31,0.357717767,4139.00,4141.529012,4139.09,4141.790979,0.00,1008470.583,4339.95,23197.55087
28Aug2015,983,1014.252036,916,974.9989361,106392,110576.9043,272204.1906,149027.6544,0.31,0.356300711,4139.00,4141.504677,4139.07,4141.768368,0.00,1008520.583,4195.26,23297.68924
29Aug2015,974,1035.346107,928,993.0430092,107118,111298.5055,272204.1906,149027.6544,0.31,0.355074627,4139.00,4141.477242,4139.05,4141.742955,0.00,1008534.515,4057.35,23397.44105
30Aug2015,992,990.4944174,930,983.5329879,107844,112026.0571,272204.1906,149027.6544,0.31,0.353541063,4139.00,4141.442058,4139.03,4141.710096,0.00,1008555.675,3918.86,23501.32279
31Aug2015,995,987.6792315,953,985.7928016,108570,112753.6087,272204.1906,149027.6544,0.31,0.350171241,4139.00,4141.41688,4139.01,4141.686645,0.00,1008605.675,3779.76,23605.64316
01Sep2015,976,811.0826857,971,807.1545897,109297,113481.1603,272204.1906,149027.6544,0.31,0.349330657,4139.00,4141.400137,4138.99,4141.67153,0.00,1008655.675,3640.03,23708.79506
02Sep2015,929,844.0786585,979,851.4218545,109981,114158.5705,272204.1906,149027.6544,0.31,0.350036403,4139.00,4141.379814,4138.97,4141.653013,0.00,1008705.675,3499.63,23811.56834
03Sep2015,948,823.9424741,1006,843.4023366,110665,114839.9477,272204.1906,149027.6544,0.31,0.348854784,4139.00,4141.356872,4138.95,4141.633623,0.00,1008755.675,3367.56,24061.76493
04Sep2015,947,810.8471607,1007,852.4820252,111349,115519.3413,272204.1906,149027.6544,0.31,0.348331733,4139.00,4141.342548,4138.93,4141.620983,0.00,1008805.675,3234.81,24170.6655
05Sep2015,930,891.4440009,1009,880.6955279,112034,116202.7019,272204.1906,149027.6544,0.31,0.348682792,4139.00,4141.325112,4138.92,4141.605267,0.00,1008855.675,3101.35,24278.67204
06Sep2015,961,819.0911245,998,858.7593221,112718,116886.0626,272204.1906,149027.6544,0.31,0.34806242,4139.00,4141.303331,4138.90,4141.585229,0.00,1008905.675,2967.14,24386.10509
07Sep2015,932,890.6202509,1011,880.8597351,113338,117470.8933,272204.1906,149027.6544,0.31,0.34768343,4139.00,4141.283191,4138.89,4141.566916,0.00,1008955.675,2832.15,24492.61673
08Sep2015,925,879.9789547,1003,898.0142733,113957,118071.5919,272204.1906,149027.6544,0.31,0.347654688,4139.00,4141.263772,4138.87,4141.549298,0.00,1009005.675,2710.61,24598.76194
09Sep2015,891,953.0422743,1012,935.1900905,114577,118650.4722,272204.1906,149027.6544,0.31,0.347761968,4139.00,4141.242846,4138.84,4141.530372,0.00,1009055.675,2588.30,24718.39873
10Sep2015,879,963.3007765,1015,952.4485935,115197,119215.4683,272204.1906,149027.6544,0.31,0.348393688,4139.00,4141.222487,4138.83,4141.511967,0.00,1009073.591,2465.15,24835.48727
11Sep2015,948,886.2723634,996,887.5785135,115816,119794.3487,272204.1906,149027.6544,0.31,0.348206467,4139.00,4141.205144,4138.82,4141.496416,0.00,1009123.591,2341.13,24955.35153
12Sep2015,989,801.2527381,987,826.7652979,116357,120293.4477,272204.1906,149027.6544,0.31,0.34837907,4139.00,4141.192738,4138.81,4141.485767,0.00,1009173.591,2216.18,25076.84894
13Sep2015,985,807.544738,997,835.0572975,116899,120792.5468,272204.1906,149027.6544,0.31,0.349210285,4139.00,4141.180995,4138.80,4141.475736,0.00,1009223.591,2108.14,25196.03669
14Sep2015,956,836.8104959,1004,868.3480552,117440,121291.6459,272204.1906,149027.6544,0.31,0.350026908,4139.00,4141.1681,4138.80,4141.464713,0.00,1009273.591,1999.18,25326.32607
15Sep2015,935,843.9487327,1006,890.5612923,117981,121790.7449,272204.1906,149027.6544,0.31,0.351360073,4139.00,4141.153381,4138.79,4141.451916,0.00,1009323.591,1889.25,25456.31711
16Sep2015,901,883.9524502,1008,922.4400105,118521,122289.844,272204.1906,149027.6544,0.31,0.350601713,4139.00,4141.135686,4138.78,4141.436226,0.00,1009373.591,1778.30,25586.01589
17Sep2015,880,843.2042306,1036,922.3464458,118969,122737.2881,272204.1906,149027.6544,0.30,0.350016849,4139.00,4141.114398,4138.77,4141.417041,0.00,1009423.591,1666.45,25715.39565
18Sep2015,879,854.5357836,1031,923.1404948,119416,123184.7322,272204.1906,149027.6544,0.30,0.348730033,4139.00,4141.10118,4138.76,4141.405714,0.00,1009473.591,1575.49,25844.45759
19Sep2015,869,892.7555682,1021,933.1352798,119864,123632.1763,272204.1906,149027.6544,0.30,0.348697459,4139.00,4141.090577,4138.75,4141.396978,0.00,1009523.591,1483.48,25980.77186
20Sep2015,880,887.7751878,1046,924.1887818,120315,124079.6204,272204.1906,149027.6544,0.30,0.349031669,4139.00,4141.08132,4138.74,4141.389549,0.00,1009573.591,1390.33,26116.80338
21Sep2015,899,848.8037582,1050,907.4173528,120771,124527.0645,272204.1906,149027.6544,0.31,0.350460067,4139.00,4141.072595,4138.73,4141.382636,0.00,1009623.591,1295.00,26252.55328
22Sep2015,883,894.2156293,1053,916.528364,121180,124936.8195,272204.1906,149027.6544,0.31,0.35115415,4139.00,4141.064401,4138.72,4141.376235,0.00,1009673.591,1197.33,26388.00616
23Sep2015,910,860.2175842,1050,890.6553156,121590,125346.5744,272204.1906,149027.6544,0.31,0.351948175,4139.00,4141.056377,4138.71,4141.369996,0.00,1009723.591,1109.75,26523.16312
24Sep2015,928,846.9060113,1062,872.7895749,121999,125756.3294,272204.1906,149027.6544,0.31,0.352788227,4139.00,4141.048765,4138.69,4141.364221,0.00,1009773.591,1020.71,26663.6701
25Sep2015,913,868.3577444,1062,890.8062945,122416,126166.0843,272204.1906,149027.6544,0.31,0.352892865,4139.00,4141.039366,4138.68,4141.356703,0.00,1009823.591,930.06,26803.90806
26Sep2015,926,841.3410323,1060,877.9145827,122833,126575.8392,272204.1906,149027.6544,0.31,0.353570693,4139.00,4141.030016,4138.68,4141.34923,0.00,1009873.591,835.66,26943.87801
27Sep2015,919,846.9363202,1061,878.1655387,123219,126962.3484,272204.1906,149027.6544,0.31,0.355142377,4139.00,4141.024415,4138.68,4141.345403,0.00,1009923.591,739.19,27083.56978
28Sep2015,929,863.2557849,1068,878.3907494,123611,127348.8576,272204.1906,149027.6544,0.31,0.356553813,4139.00,4141.020601,4138.67,4141.343313,0.00,1009973.591,648.89,27222.98433
29Sep2015,949,841.5406694,1102,863.675633,123999,127735.3667,272204.1906,149027.6544,0.31,0.358340573,4139.00,4141.012728,4138.65,4141.337309,0.00,1010023.591,554.22,27365.68192
30Sep2015,979,788.4819524,1138,840.866919,124386,128121.8759,272204.1906,149027.6544,0.32,0.359541142,4139.00,4141.00255,4138.64,4141.329109,0.00,1010073.591,457.64,27508.11987
01Oct2015,943,581.6268152,1089,650.7075575,124721,128457.0825,272204.1906,149027.6544,0.32,0.360425633,4139.00,4141.325348,4138.64,4141.326038,0.00,0,341.68,0
02Oct2015,927,640.1886914,1080,671.9283195,125023,128758.5701,272204.1906,149027.6544,0.31,0.417883085,4139.00,4141.322214,4138.63,4141.323083,59.79,59.30564541,241.57,0
03Oct2015,924,620.9304828,1054,675.7534492,125324,129060.0577,272204.1906,149027.6544,0.31,0.417212429,4139.00,4141.321321,4138.62,4141.322367,129.94,133.9749737,151.41,0
04Oct2015,917,642.7919092,1043,686.6399695,125630,129361.5453,272204.1906,149027.6544,0.31,0.416777308,4139.00,4141.327677,4138.61,4141.328899,210.25,223.8606687,61.26,0
05Oct2015,903,658.9301503,1029,698.8114451,125932,129663.0329,272204.1906,149027.6544,0.31,0.417434833,4139.00,4141.328994,4138.61,4141.330394,300.62,328.8671041,0.00,0
06Oct2015,882,690.9488757,1021,718.7301697,126233,129964.5205,272204.1906,149027.6544,0.30,0.417123161,4139.00,4141.323149,4138.60,4141.324726,390.69,449.1387695,0.00,0
07Oct2015,871,726.0842505,1016,727.3058164,126517,130248.1569,272204.1906,149027.6544,0.30,0.41549647,4139.00,4141.316256,4138.60,4141.318005,480.35,584.6071862,0.00,0
08Oct2015,871,712.0425823,1013,726.8099812,126801,130531.7932,272204.1906,149027.6544,0.30,0.413597048,4139.00,4141.310845,4138.59,4141.312763,569.47,734.9146362,0.00,0
09Oct2015,856,750.8452873,1015,741.354352,127085,130815.4296,272204.1906,149027.6544,0.29,0.411852863,4139.00,4141.305668,4138.59,4141.30777,658.07,899.6427616,0.00,0
10Oct2015,858,749.2037613,1011,738.8794941,127369,131099.066,272204.1906,149027.6544,0.29,0.410036306,4139.00,4141.301648,4138.59,4141.30391,746.19,1078.406767,0.00,0
11Oct2015,886,689.0798056,1023,710.4263777,127653,131382.7023,272204.1906,149027.6544,0.29,0.408304097,4139.00,4141.295747,4138.60,4141.298165,833.86,1270.805247,0.00,0
12Oct2015,872,700.8578798,1025,727.8591434,127806,131535.4296,272204.1906,149027.6544,0.28,0.406137245,4139.00,4141.29613,4138.60,4141.298698,921.12,1476.454828,0.00,0
13Oct2015,868,704.6118022,1019,731.5380698,127959,131688.1569,272204.1906,149027.6544,0.28,0.404911528,4139.00,4141.295489,4138.61,4141.298203,1007.84,1694.8751,0.00,0
14Oct2015,874,698.1908102,1023,725.1337412,128111,131840.8842,272204.1906,149027.6544,0.28,0.403368795,4139.00,4141.295852,4138.61,4141.29871,1094.20,1925.793898,0.00,0
15Oct2015,886,648.0594402,1024,711.7398722,128264,131993.6114,272204.1906,149027.6544,0.27,0.401866844,4139.00,4141.298147,4138.62,4141.301143,1180.17,2168.868245,0.00,0
16Oct2015,882,688.6248175,1026,715.4594186,128417,132146.3387,272204.1906,149027.6544,0.27,0.400797906,4139.00,4141.301627,4138.62,4141.30476,1265.74,2423.763773,0.00,0
17Oct2015,874,684.0773936,1072,725.2645929,128436,132166.1734,272204.1906,149027.6544,0.27,0.400055593,4139.00,4141.305384,4138.62,4141.308651,1350.96,2690.242241,0.00,0
18Oct2015,861,709.2979825,1060,744.1738172,128469,132186.0081,272204.1906,149027.6544,0.27,0.398805255,4139.00,4141.308841,4138.61,4141.31222,1435.98,2968.138074,0.00,0
19Oct2015,867,654.836086,1041,738.136924,128501,132205.8428,272204.1906,149027.6544,0.27,0.398226875,4139.00,4141.322594,4138.61,4141.326092,1520.93,3257.376623,0.00,0
20Oct2015,867,670.0229957,1032,738.2154996,128534,132225.6775,272204.1906,149027.6544,0.27,0.399458874,4139.00,4141.332838,4138.61,4141.336469,1605.74,3557.927734,0.00,0
21Oct2015,876,663.5076142,1024,729.2876187,128566,132245.5123,272204.1906,149027.6544,0.27,0.400143313,4139.00,4141.343577,4138.61,4141.347342,1690.61,3869.855622,0.00,0
22Oct2015,902,699.3476902,1022,709.5007834,128587,132245.5123,272204.1906,149027.6544,0.27,0.400955539,4139.00,4141.352432,4138.62,4141.356332,1775.45,4193.220445,0.00,0
23Oct2015,915,685.4891417,1032,695.6422349,128609,132245.5123,272204.1906,149027.6544,0.27,0.401494654,4139.00,4141.362113,4138.62,4141.36615,1860.27,4528.203356,0.00,0
24Oct2015,900,714.6829375,1021,710.8360306,128630,132245.5123,272204.1906,149027.6544,0.27,0.402233448,4139.00,4141.36772,4138.62,4141.371895,1945.04,4874.924522,0.00,0
25Oct2015,895,736.7077261,1021,715.8608193,128651,132251.4627,272204.1906,149027.6544,0.27,0.402327963,4139.00,4141.372508,4138.62,4141.376822,2029.75,5233.548524,0.00,0
26Oct2015,933,591.4724358,1015,678.8630349,128672,132251.4627,272204.1906,149027.6544,0.27,0.402336411,4139.00,4141.374899,4138.64,4141.379351,2114.34,5604.096411,0.00,0
27Oct2015,930,686.8968688,1012,671.7739896,128672,132256.4581,272204.1906,149027.6544,0.26,0.40199691,4139.00,4141.38115,4138.65,4141.38574,2198.79,5986.570062,0.00,0
28Oct2015,915,702.0936832,1009,686.8791379,128672,132261.6354,272204.1906,149027.6544,0.26,0.402397811,4139.00,4141.388483,4138.65,4141.393212,2282.93,6380.893869,0.00,0
29Oct2015,894,722.2603004,1008,707.0540856,128672,132266.7961,272204.1906,149027.6544,0.26,0.403064973,4139.00,4141.397214,4138.65,4141.402084,2366.92,6787.157112,0.00,0
30Oct2015,896,715.0058785,1036,706.278832,128672,132272.1056,272204.1906,149027.6544,0.26,0.40392229,4139.00,4141.407511,4138.66,4141.412499,2450.85,7205.508302,0.00,0
31Oct2015,914,704.1507489,1099,688.5695328,128672,132278.0101,272204.1906,149027.6544,0.26,0.405031614,4139.00,4141.414806,4138.66,4141.419912,2534.80,7636.138147,0.00,0
01Nov2015,952,748.7618811,1133,677.747251,128672,132305.7787,272204.1906,149027.6544,0.26,0.405710024,4139.00,4141.418507,4138.66,4141.423759,2618.78,8079.293197,0.00,0
02Nov2015,972,760.6308649,1071,656.7757223,128672,132333.5473,272204.1906,149027.6544,0.26,0.405818724,4139.00,4141.422389,4138.67,4141.429466,2702.79,8535.124109,0.00,145.6930798
03Nov2015,977,754.4099686,1041,651.5150967,128672,132361.3159,272204.1906,149027.6544,0.26,0.404823848,4139.00,4141.437889,4138.67,4141.447568,2786.50,9003.655016,0.00,359.0043221
04Nov2015,954,746.8904606,1052,674.6450659,128672,132389.0845,272204.1906,149027.6544,0.26,0.405319928,4139.00,4141.450422,4138.67,4141.462399,2869.93,9484.664969,0.00,545.9119805
05Nov2015,926,804.5283693,1057,701.9568403,128672,132416.8531,272204.1906,149027.6544,0.26,0.406510322,4139.00,4141.45539,4138.68,4141.469797,2953.47,9978.264165,0.00,744.0164479
06Nov2015,937,812.5972533,1028,699.6487413,128689,132434.7044,272204.1906,149027.6544,0.26,0.405333957,4139.00,4141.456747,4138.68,4141.473753,3036.96,10484.71683,0.00,956.8956845
07Nov2015,937,778.1819788,1017,698.4962168,128707,132452.5556,272204.1906,149027.6544,0.26,0.404751793,4139.00,4141.46235,4138.68,4141.480633,3120.40,11003.76186,0.00,1055.299801
08Nov2015,903,843.5046965,1008,732.10991,128724,132470.4068,272204.1906,149027.6544,0.26,0.403277894,4139.00,4141.46505,4138.68,4141.484611,3203.48,11535.26992,0.00,1154.013202
09Nov2015,924,790.0698976,1003,711.075926,128742,132488.2581,272204.1906,149027.6544,0.26,0.403148273,4139.00,4141.466679,4138.69,4141.488265,3286.52,12078.91331,0.00,1317.70353
10Nov2015,917,824.8660708,1001,717.6961303,128759,132506.1093,272204.1906,149027.6544,0.26,0.401700095,4139.00,4141.475605,4138.69,4141.497717,3369.46,12634.66318,0.00,1351.573191
11Nov2015,950,761.523887,1005,678.9426891,128766,132512.0597,272204.1906,149027.6544,0.25,0.402640143,4139.00,4141.482602,4138.69,4141.506459,3452.36,13202.19709,0.00,1491.015435
12Nov2015,954,751.8554589,1003,673.5892674,128773,132518.0101,272204.1906,149027.6544,0.25,0.401292766,4139.00,4141.485266,4138.70,4141.510064,3534.93,13781.72438,0.00,1561.08
13Nov2015,932,797.4344381,1001,694.4344381,128780,132523.9606,272204.1906,149027.6544,0.25,0.400702715,4139.00,4141.491367,4138.71,4141.518317,3617.28,14372.94493,0.00,1744.079033
14Nov2015,902,827.2058196,1003,724.2058196,128787,132529.911,272204.1906,149027.6544,0.24,0.399307068,4139.00,4141.496653,4138.72,4141.52595,3698.84,14975.7272,0.00,1943.524564
15Nov2015,949,731.3999928,1003,672.7666624,128793,132535.8614,272204.1906,149027.6544,0.24,0.398564762,4139.00,4141.499078,4138.73,4141.529709,3779.79,15589.87834,0.00,2051.536219
16Nov2015,928,786.2087116,1001,686.2087116,128793,132535.8614,272204.1906,149027.6544,0.23,0.395938176,4139.00,4141.50562,4138.73,4141.536862,3860.05,16215.3093,0.00,2100.242284
17Nov2015,941,731.3998227,1059,669.7164919,128793,132535.8614,272204.1906,149027.6544,0.23,0.394333143,4139.00,4141.51163,4138.74,4141.545593,3939.23,16851.83383,0.00,2332.08777
18Nov2015,941,765.1520337,1115,667.1687005,128793,132535.8614,272204.1906,149027.6544,0.22,0.391829794,4139.00,4141.513954,4138.77,4141.5493,4017.70,17499.31936,0.00,2442.593983
19Nov2015,928,745.3796526,1106,675.6296546,128793,132535.8614,272204.1906,149027.6544,0.22,0.38944589,4139.00,4141.520704,4138.78,4141.558593,4095.54,18157.58763,0.00,2655.134983
20Nov2015,902,790.4799912,1047,698.0424917,128793,132535.8614,272204.1906,149027.6544,0.21,0.386271044,4139.00,4141.523945,4138.79,4141.563533,4172.46,18826.46742,0.00,2793.806751
21Nov2015,910,765.2476004,1048,686.4226018,128793,132535.8614,272204.1906,149027.6544,0.20,0.38254475,4139.00,4141.540644,4138.78,4141.582299,4248.36,19505.74773,0.00,2964.936946
22Nov2015,923,757.3047607,1036,669.8922614,128793,132535.8614,272204.1906,149027.6544,0.20,0.380234465,4139.00,4141.553678,4138.78,4141.596299,4323.16,20195.19031,0.00,3039.716432
23Nov2015,940,740.789619,1010,642.3646208,128793,132535.8614,272204.1906,149027.6544,0.19,0.377948627,4139.00,4141.562676,4138.78,4141.606755,4397.04,20894.63047,0.00,3157.747264
24Nov2015,965,644.3499802,1007,606.7041538,128793,132535.8614,272204.1906,149027.6544,0.19,0.373484657,4139.00,4141.572056,4138.78,4141.617604,4468.32,21603.90562,0.00,3284.726405
25Nov2015,945,687.4248797,1035,616.1082142,128793,132535.8614,272204.1906,149027.6544,0.18,0.370038449,4139.00,4141.580115,4138.79,4141.627402,4536.92,22322.74298,0.00,3437.718947
26Nov2015,895,739.8964591,1015,656.3922926,128793,132535.8614,272204.1906,149027.6544,0.17,0.364602915,4139.00,4141.607768,4138.79,4141.658653,4602.52,23050.92285,0.00,3775.550972
27Nov2015,877,752.5883773,991,665.0175451,128793,132535.8614,272204.1906,149027.6544,0.18,0.364724031,4139.00,4141.620612,4138.80,4141.674338,4665.97,23788.12531,0.00,4020.950668
28Nov2015,898,733.5716217,991,634.4216224,128793,132535.8614,272204.1906,149027.6544,0.18,0.36119957,4139.00,4141.625831,4138.81,4141.681175,4729.28,24534.31413,0.00,4155.634369
29Nov2015,883,715.7664453,995,638.8331139,128793,132535.8614,272204.1906,149027.6544,0.17,0.357768979,4139.00,4141.626217,4138.82,4141.682812,4793.27,25289.26879,0.00,4258.153741
30Nov2015,867,722.5495623,1010,645.0953962,128793,132535.8614,272204.1906,149027.6544,0.17,0.351835974,4139.00,4141.626935,4138.83,4141.685124,4856.88,26052.77458,0.00,4391.425833
01Dec2015,860,739.4641008,1019,642.489101,128793,132535.8614,272204.1906,149027.6544,0.17,0.348044206,4139.00,4141.627179,4138.84,4141.687282,4920.41,26824.4915,0.00,4553.160111
02Dec2015,843,749.6115099,987,649.8490094,128793,132535.8614,272204.1906,149027.6544,0.16,0.343657559,4139.00,4141.628965,4138.86,4141.69075,4984.98,27604.18906,0.00,4694.727874
03Dec2015,804,778.1205254,992,678.2371933,128793,132535.8614,272204.1906,149027.6544,0.17,0.339709014,4139.00,4141.634454,4138.88,4141.697461,5048.95,28391.60791,0.00,4795.6798
04Dec2015,803,770.7220267,1051,670.826194,128793,132535.8614,272204.1906,149027.6544,0.17,0.339102566,4139.00,4141.634186,4138.92,4141.69811,5115.17,29186.51209,0.00,4869.682596
05Dec2015,823,641.7329744,1115,641.2913138,128793,132535.8614,272204.1906,149027.6544,0.18,0.336398369,4139.00,4141.649876,4138.95,4141.713956,5183.51,29988.83483,0.00,4880.343168
06Dec2015,804,690.30176,1057,651.0225964,128793,132535.8614,272204.1906,149027.6544,0.18,0.338184517,4139.00,4141.658121,4139.00,4141.722393,5252.61,30798.40471,0.00,4898.935993
07Dec2015,791,699.571953,1020,653.7552894,128793,132535.8614,272204.1906,149027.6544,0.19,0.340013665,4139.00,4141.663299,4139.05,4141.730576,5323.10,31615.27513,0.00,5166.667468
08Dec2015,749,786.1913028,983,686.4288023,128793,132535.8614,272204.1906,149027.6544,0.19,0.34084652,4139.00,4141.668948,4139.10,4141.738077,5394.26,32439.50058,0.00,5331.438794
09Dec2015,750,728.7047363,952,682.1922411,128793,132535.8614,272204.1906,149027.6544,0.20,0.343239885,4139.00,4141.681581,4139.14,4141.752203,5466.81,33271.08559,0.00,5471.187332
10Dec2015,695,793.1642822,952,735.0309506,128793,132535.8614,272204.1906,149027.6544,0.21,0.34696699,4139.00,4141.693038,4139.17,4141.763536,5541.17,34110.11043,0.00,5464.28653
11Dec2015,700,764.863654,967,727.9969904,128793,132535.8614,272204.1906,149027.6544,0.21,0.352964809,4139.00,4141.71657,4139.21,4141.787718,5619.13,34956.71849,0.00,5532.469937
12Dec2015,699,825.9832232,1076,726.0123908,128793,132535.8614,272204.1906,149027.6544,0.22,0.359908116,4139.00,4141.742884,4139.25,4141.813993,5700.13,35811.15958,0.00,5525.177361
13Dec2015,698,808.9587936,1154,725.092128,128793,132535.8614,272204.1906,149027.6544,0.23,0.368085176,4139.00,4141.769666,4139.28,4141.840476,5785.04,36673.7238,0.00,5517.893645
14Dec2015,686,781.3649449,1192,734.3149491,128793,132535.8614,272204.1906,149027.6544,0.24,0.378939741,4139.00,4141.817575,4139.31,4141.887932,5875.08,37544.7535,0.00,5510.522421
15Dec2015,705,826.3924148,1220,722.0812057,128793,132535.8614,272204.1906,149027.6544,0.26,0.392732029,4139.00,4141.863069,4139.36,4141.933167,5970.28,38424.70764,0.00,5503.160552
16Dec2015,752,753.3713566,1183,686.0042421,128793,132535.8614,272204.1906,149027.6544,0.28,0.406693848,4139.00,4141.903827,4139.40,4141.973474,6072.85,39314.21698,0.00,5495.808028
17Dec2015,774,655.0923838,1168,672.8373981,128793,132535.8614,272204.1906,149027.6544,0.29,0.419209029,4139.00,4141.94112,4139.44,4142.010747,6182.75,40214.90128,0.00,5488.141963
18Dec2015,735,765.3757931,1137,719.9680646,128793,132535.8614,272204.1906,149027.6544,0.30,0.433108715,4139.00,4141.973833,4139.48,4142.043305,6297.99,41129.15297,0.00,5496.733441
19Dec2015,708,840.7934379,1108,754.4701973,128793,132535.8614,272204.1906,149027.6544,0.31,0.444271632,4139.00,4142.002354,4139.52,4142.073933,6417.73,42059.59758,0.00,5708.953274
20Dec2015,739,829.2131869,1212,731.8181744,128793,132535.8614,272204.1906,149027.6544,0.33,0.454790899,4139.00,4142.034254,4139.55,4142.105987,6541.80,43008.31965,0.00,5712.291984
21Dec2015,753,851.2850722,1311,726.7871536,128793,132535.8614,272204.1906,149027.6544,0.34,0.468154303,4139.00,4142.060861,4139.57,4142.132514,6670.99,43977.26391,0.00,5703.087787
22Dec2015,727,820.1567238,1418,762.1167012,128793,132535.8614,272204.1906,149027.6544,0.35,0.478688722,4139.00,4142.088561,4139.60,4142.160096,6805.06,44968.87349,0.00,5693.198623
23Dec2015,745,852.8441039,1481,752.642758,128793,132535.8614,272204.1906,149027.6544,0.36,0.490161246,4139.00,4142.127572,4139.62,4142.199069,6944.36,45985.05266,0.00,5682.891606
24Dec2015,756,862.4739384,1469,752.9564371,128793,132535.8614,272204.1906,149027.6544,0.38,0.505290098,4139.00,4142.162905,4139.65,4142.234393,7088.61,47027.85356,0.00,5672.24918
25Dec2015,761,919.467225,1463,759.8711507,128793,132535.8614,272204.1906,149027.6544,0.40,0.518672933,4139.00,4142.198843,4139.67,4142.270244,7238.90,48099.94781,0.00,5661.205952
26Dec2015,775,929.1977588,1391,762.9750003,128793,132535.8614,272204.1906,149027.6544,0.42,0.533003196,4139.00,4142.232948,4139.68,4142.304493,7396.29,49203.66586,0.00,5649.718699
27Dec2015,813,915.9090108,1265,741.9172786,128793,132535.8614,272204.1906,149027.6544,0.43,0.546663998,4139.00,4142.261665,4139.70,4142.333288,7588.13,50341.46904,0.00,5637.668604
28Dec2015,858,810.1821943,1125,712.0746457,128793,132535.8614,272204.1906,149027.6544,0.45,0.5614077,4139.00,4142.289942,4139.71,4142.361624,7818.74,51515.67082,0.00,5625.141675
29Dec2015,844,884.218465,1039,739.7438217,128793,132535.8614,272204.1906,149027.6544,0.46,0.573940912,4139.00,4142.314727,4139.73,4142.386547,8077.62,52728.73206,0.00,5612.054856
30Dec2015,884,863.7804571,1065,712.2890342,128793,132535.8614,272204.1906,149027.6544,0.47,0.585952034,4139.00,4142.337819,4139.74,4142.410351,8362.11,53982.71529,0.00,5637.436976
31Dec2015,866,911.0961609,1072,741.1923619,128793,132535.8614,272204.1906,149027.6544,0.48,0.599725766,4140.00,4142.359897,4139.75,4142.4326,8671.44,55279.57177,0.00,5623.62975
01Jan2016,882,966.9055849,1069,837.4338492,0,0,272204.1906,149027.6544,0.49,0.611372466,4140.00,4142.377039,4139.77,4142.450733,8998.95,56621.50862,0.00,5609.441463
02Jan2016,882,1045.50673,1084,845.8771885,0,0,272204.1906,149027.6544,0.50,0.622313048,4140.00,4142.390356,4139.78,4142.464988,9345.53,58084.52,0.00,5594.901846
03Jan2016,911,963.280049,1074,820.9628744,0,0,272204.1906,149027.6544,0.50,0.626748592,4140.00,4142.403705,4139.80,4142.479236,9702.97,59644.93872,0.00,5580.099371
